item,week_ending,category,units_of_measure,beginning_units,unit_purchases_1,unit_purchases_2,unit_purchases_3,unit_purchases_4,total_purchased,on_hand_counts,ending_units,unit_cost,ending_value_usd,usage_units
Onions,04/15/2014,Produce 4315,lb,55.0,50.0,0.0,0,0,50.0,0,60.0,0.4198,25.188,45.0
Sprouts,04/15/2014,Produce 4315,lb,7.5,5.0,0.0,0,0,5.0,0,5.625,1.9,10.6875,6.875
Celery,04/15/2014,Produce 4315,stalk,3.0,5.0,0.0,0,0,5.0,0,2.5,1.3800000000000001,3.45,5.5
Cucumbers,04/15/2014,Produce 4315,ea,25.0,10.0,0.0,0,0,10.0,0,30.0,0.4955,14.865,5.0
Syrup Coke,04/15/2014,Beverage 4316,gal,6.5,0.0,0.0,0,0,0.0,0,4.5,13.209911111111111,59.4446,2.0
Syrup Diet Coke,04/15/2014,Beverage 4316,gal,4.5,5.0,0.0,0,0,5.0,0,7.0,13.209999999999999,92.47,2.5
Syrup Sprite,04/15/2014,Beverage 4316,gal,2.5,0.0,0.0,0,0,0.0,0,2.0,13.2083,26.4166,0.5
Syrup Lemonade Light,04/15/2014,Beverage 4316,gal,3.0,0.0,0.0,0,0,0.0,0,2.0,14.3393,28.6786,1.0
Syrup Mello Yellow,04/15/2014,Beverage 4316,gal,0.5,2.5,0.0,0,0,2.5,0,2.5,13.7798,34.4495,0.5
Syrup Dr. Pepper,04/15/2014,Beverage 4316,gal,4.5,5.0,0.0,0,0,5.0,0,6.0,12.950000000000001,77.7,3.5
Syrup Cherry Coke,04/15/2014,Beverage 4316,gal,5.0,0.0,0.0,0,0,0.0,0,2.5,13.20992,33.0248,2.5
Syrup Powerade,04/15/2014,Beverage 4316,gal,1.25,2.5,0.0,0,0,2.5,0,3.0,13.6888,41.0664,0.75
Tea Bag Brew Lipton,04/15/2014,Beverage 4316,ea,27.0,0.0,0.0,0,0,0.0,0,9.0,0.9613999999999999,8.6526,18.0
Water (bottle),04/15/2014,Beverage 4316,bottle,86.0,168.0,0.0,0,0,168.0,0,121.0,0.2825,34.1825,133.0
JJ Lunch Box,04/15/2014,Catering 4320,ea,103.0,250.0,0.0,0,0,250.0,0,263.0,0.32339999999999997,85.0542,90.0
"Tray Cater Cmbo 12"" w / dome lid",04/15/2014,Catering 4320,each,19.0,0.0,0.0,0,0,0.0,0,13.0,0.9560000000000001,12.428,6.0
"Tray Cater Cmbo 16"" w / dome lid",04/15/2014,Catering 4320,each,31.0,0.0,0.0,0,0,0.0,0,31.0,1.7896,55.4776,0.0
Party Tray Bags,04/15/2014,Catering 4320,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.7942,0.0,0.0
Mini Loaf,04/22/2014,Bread 4311,ea,677.0,1092.0,0.0,0,0,1092.0,0,858.0,0.44089999999999996,378.2922,911.0
Wheat,04/22/2014,Bread 4311,ea,33.0,64.0,0.0,0,0,64.0,0,50.0,1.4752,73.76,47.0
Avo Fresco,04/22/2014,Food 4312,Case,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0.0
Capicola,04/22/2014,Food 4312,lb,42.5,33.4,0.0,0,0,33.4,0,48.25,3.1364994818652847,151.3361,27.650000000000006
Salami,04/22/2014,Food 4312,lb,53.5,36.55,0.0,0,0,36.55,0,63.75,2.8976,184.722,26.299999999999997
Ham,04/22/2014,Food 4312,lb,94.75,122.5,0.0,0,0,122.5,0,131.5,2.250700380228137,295.9671,85.75
Turkey,04/22/2014,Food 4312,lb,118.5,142.85,0.0,0,0,142.85,0,154.75,2.7117001615508887,419.6356,106.60000000000002
Beef,04/22/2014,Food 4312,lb,81.5,61.1,0.0,0,0,61.1,0,86.5,4.141,358.1965,56.099999999999994
Bacon,04/22/2014,Food 4312,ea,475.0,1800.0,0.0,0,0,1800.0,0,1350.0,0.19279999999999997,260.28,925.0
Cheese,04/22/2014,Food 4312,lb,100.5,136.42,0.0,0,0,136.42,0,139.0,2.5978,361.0942,97.91999999999999
Mayonnaise,04/22/2014,Food 4312,gal mayo,46.5,12.0,0.0,0,0,12.0,0,49.0,9.1339,447.5611,9.5
Oil,04/22/2014,Food 4312,gal oil,10.0,0.0,0.0,0,0,0.0,0,9.0,8.4707,76.2363,1.0
Vinegar,04/22/2014,Food 4312,gal vinegar,11.0,0.0,0.0,0,0,0.0,0,10.25,4.82460487804878,49.4522,0.75
Avocado,04/22/2014,Food 4312,avo can,7.0,24.0,0.0,0,0,24.0,0,20.5,3.2449999999999997,66.5225,10.5
Peppers Cherry,04/22/2014,Food 4312,Gal Peppers,22.5,4.0,0.0,0,0,4.0,0,24.0,7.670000000000001,184.08,2.5
Mustard Dijon,04/22/2014,Food 4312,jar dijon,13.5,6.0,0.0,0,0,6.0,0,18.0,5.353,96.354,1.5
Soy Sauce,04/22/2014,Food 4312,gal soy,1.5,0.0,0.0,0,0,0.0,0,1.4,9.547500000000001,13.3665,0.10000000000000009
Tuna,04/22/2014,Food 4312,can tuna,17.0,6.0,0.0,0,0,6.0,0,18.0,9.7479,175.4622,5.0
Pam Spray,04/22/2014,Food 4312,ea,4.0,0.0,0.0,0,0,0.0,0,4.0,2.4967,9.9868,0.0
Oregano,04/22/2014,Food 4312,cont oregano,4.7,0.0,0.0,0,0,0.0,0,4.6,20.803,95.6938,0.10000000000000053
Basil,04/22/2014,Food 4312,cont basil,4.7,0.0,0.0,0,0,0.0,0,4.6,5.0,23.0,0.10000000000000053
Sugar,04/22/2014,Food 4312,lb,50.0,0.0,0.0,0,0,0.0,0,30.0,0.3762,11.286,20.0
Mayo Packets,04/22/2014,Food 4312,Box 204,2.0,0.0,0.0,0,0,0.0,0,1.8,20.098888888888887,36.178,0.19999999999999996
Mustard Packets,04/22/2014,Food 4312,Box 500,1.0,1.0,0.0,0,0,1.0,0,1.8,7.59,13.662,0.19999999999999996
Sweet n Low Packets,04/22/2014,Food 4312,Case  3000,0.8,0.0,0.0,0,0,0.0,0,0.8,18.49,14.792,0.0
Pickles,04/22/2014,Sides 4313,ea,159.0,72.0,0.0,0,0,72.0,0,146.0,0.3553,51.8738,85.0
Chip JJ Reg ,04/22/2014,Sides 4313,ea,184.0,180.0,0.0,0,0,180.0,0,177.0,0.3747,66.3219,187.0
Chip JJ BBQ ,04/22/2014,Sides 4313,ea,178.0,360.0,0.0,0,0,360.0,0,280.0,0.37460000000000004,104.888,258.0
Chip JJ Jalapeno ,04/22/2014,Sides 4313,ea,100.0,300.0,0.0,0,0,300.0,0,226.0,0.3747,84.6822,174.0
Chip JJ S&V ,04/22/2014,Sides 4313,ea,163.0,240.0,0.0,0,0,240.0,0,225.0,0.3746,84.285,178.0
Chip JJ Skinny ,04/22/2014,Sides 4313,ea,79.0,120.0,0.0,0,0,120.0,0,143.0,0.43879999999999997,62.7484,56.0
Cookie Oatmeal Raisin,04/22/2014,Sides 4313,ea,120.0,0.0,0.0,0,0,0.0,0,86.0,0.46840000000000004,40.2824,34.0
Cookie JJ Triple Choc Chip,04/22/2014,Sides 4313,ea,168.0,168.0,0.0,0,0,168.0,0,214.0,0.5536,118.4704,122.0
Cup Plas 12oz Trans Soft - Paper Cat,04/22/2014,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,04/22/2014,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Cup 22oz JJ,04/22/2014,Paper 4314,ea,289.0,1000.0,0.0,0,0,1000.0,0,776.0,0.0347,26.927200000000003,513.0
Lid 22oz JJ,04/22/2014,Paper 4314,ea,1242.0,0.0,0.0,0,0,0.0,0,797.0,0.0114,9.0858,445.0
Cup 30oz JJ,04/22/2014,Paper 4314,ea,1288.0,0.0,0.0,0,0,0.0,0,1022.0,0.0578,59.0716,266.0
Lid 30oz JJ,04/22/2014,Paper 4314,ea,880.0,1000.0,0.0,0,0,1000.0,0,1653.0,0.019299999999999998,31.902899999999995,227.0
Napkins,04/22/2014,Paper 4314,Pack 284,12.0,0.0,0.0,0,0,0.0,0,7.0,2.8817,20.1719,5.0
Bags 8# JJ,04/22/2014,Paper 4314,Box 1000,0.5,1.0,0.0,0,0,1.0,0,0.9,42.92,38.628,0.6
Wrap Sandwich,04/22/2014,Paper 4314,Box 1000,1.5,3.0,0.0,0,0,3.0,0,2.5,21.98332,54.958299999999994,2.0
8X10 Port Pap.,04/22/2014,Paper 4314,Box 500,4.5,12.0,0.0,0,0,12.0,0,8.25,2.6342060606060604,21.7322,8.25
Straws,04/22/2014,Paper 4314,Box 300,17.5,0.0,0.0,0,0,0.0,0,15.0,3.80112,57.0168,1.5
Pan Liners,04/22/2014,Paper 4314,Box 1000,0.8,0.0,0.0,0,0,0.0,0,0.8,30.27,24.216,0.0
Mylar,04/22/2014,Paper 4314,roll 5280,1.7,0.0,0.0,0,0,0.0,0,1.25,78.69872000000001,98.3734,0.44999999999999996
Cucumber,04/22/2014,Produce 4315,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.8297,0.0,0.0
Iceburg Head ,04/22/2014,Produce 4315,24 Count,0.0,0.0,0.0,0,0,0.0,0,0.0,22.75,0.0,0.0
Lettuce,04/22/2014,Produce 4315,12 Packs,0.0,0.0,0.0,0,0,0.0,0,0.0,2.27,0.0,0.0
Roma Tomatoes,04/22/2014,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Yellow Onions,04/22/2014,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Lettuce,04/22/2014,Produce 4315,Head Let,118.0,72.0,0.0,0,0,72.0,0,60.0,0.7793,46.758,130.0
Tomatoes,04/22/2014,Produce 4315,lb,125.0,100.0,0.0,0,0,100.0,0,90.0,0.6223,56.007,135.0
Onions,04/22/2014,Produce 4315,lb,60.0,0.0,0.0,0,0,0.0,0,25.0,0.41979999999999995,10.495,35.0
Sprouts,04/22/2014,Produce 4315,lb,5.625,0.0,0.0,0,0,0.0,0,3.75,1.9,7.125,1.875
Celery,04/22/2014,Produce 4315,stalk,2.5,3.0,0.0,0,0,3.0,0,1.5,1.38,2.07,4.0
Cucumbers,04/22/2014,Produce 4315,ea,30.0,24.0,0.0,0,0,24.0,0,24.0,0.6727,16.1448,30.0
Syrup Coke,04/22/2014,Beverage 4316,gal,4.5,5.0,0.0,0,0,5.0,0,6.5,13.209999999999999,85.865,3.0
Syrup Diet Coke,04/22/2014,Beverage 4316,gal,7.0,0.0,0.0,0,0,0.0,0,5.5,13.21,72.655,1.5
Syrup Sprite,04/22/2014,Beverage 4316,gal,2.0,0.0,0.0,0,0,0.0,0,1.0,13.2083,13.2083,1.0
Syrup Lemonade Light,04/22/2014,Beverage 4316,gal,2.0,2.5,0.0,0,0,2.5,0,3.0,14.3397,43.0191,1.5
Syrup Mello Yellow,04/22/2014,Beverage 4316,gal,2.5,0.0,0.0,0,0,0.0,0,1.25,13.779839999999998,17.2248,1.25
Syrup Dr. Pepper,04/22/2014,Beverage 4316,gal,6.0,5.0,0.0,0,0,5.0,0,7.0,12.950000000000001,90.65,4.0
Syrup Cherry Coke,04/22/2014,Beverage 4316,gal,2.5,5.0,0.0,0,0,5.0,0,5.0,13.209999999999999,66.05,2.5
Syrup Powerade,04/22/2014,Beverage 4316,gal,3.0,0.0,0.0,0,0,0.0,0,1.75,13.6888,23.9554,1.25
Tea Bag Brew Lipton,04/22/2014,Beverage 4316,ea,9.0,24.0,0.0,0,0,24.0,0,12.0,0.9615999999999999,11.5392,21.0
Water (bottle),04/22/2014,Beverage 4316,bottle,121.0,0.0,0.0,0,0,0.0,0,103.0,0.28250000000000003,29.097500000000004,18.0
JJ Lunch Box,04/22/2014,Catering 4320,ea,263.0,0.0,0.0,0,0,0.0,0,263.0,0.32339999999999997,85.0542,0.0
"Tray Cater Cmbo 12"" w / dome lid",04/22/2014,Catering 4320,each,13.0,25.0,0.0,0,0,25.0,0,34.0,0.9623,32.7182,4.0
"Tray Cater Cmbo 16"" w / dome lid",04/22/2014,Catering 4320,each,31.0,0.0,0.0,0,0,0.0,0,27.0,1.7896,48.3192,4.0
Party Tray Bags,04/22/2014,Catering 4320,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.7942,0.0,0.0
Mini Loaf,04/29/2014,Bread 4311,ea,858.0,924.0,0.0,0,0,924.0,0,667.0,0.44110000000000005,294.2137,1115.0
Wheat,04/29/2014,Bread 4311,ea,50.0,48.0,0.0,0,0,48.0,0,42.0,1.4758,61.9836,56.0
Avo Fresco,04/29/2014,Food 4312,Case,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0.0
Capicola,04/29/2014,Food 4312,lb,48.25,35.95,0.0,0,0,35.95,0,52.5,3.1404,164.871,31.700000000000003
Salami,04/29/2014,Food 4312,lb,63.75,0.0,0.0,0,0,0.0,0,32.0,2.8976,92.7232,31.75
Ham,04/29/2014,Food 4312,lb,131.5,82.1,0.0,0,0,82.1,0,105.75,2.2530004728132385,238.25479999999996,107.85
Turkey,04/29/2014,Food 4312,lb,154.75,99.8,0.0,0,0,99.8,0,129.75,2.7108,351.7263,124.80000000000001
Beef,04/29/2014,Food 4312,lb,86.5,61.5,0.0,0,0,61.5,0,92.25,4.14100054200542,382.0073,55.75
Bacon,04/29/2014,Food 4312,ea,1350.0,1200.0,0.0,0,0,1200.0,0,1150.0,0.19290000000000002,221.835,1400.0
Cheese,04/29/2014,Food 4312,lb,139.0,101.45,0.0,0,0,101.45,0,121.0,2.6069000000000004,315.4349,119.44999999999999
Mayonnaise,04/29/2014,Food 4312,gal mayo,49.0,12.0,0.0,0,0,12.0,0,49.5,9.17990101010101,454.40510000000006,11.5
Oil,04/29/2014,Food 4312,gal oil,9.0,0.0,0.0,0,0,0.0,0,7.75,8.470696774193549,65.6479,1.25
Vinegar,04/29/2014,Food 4312,gal vinegar,10.25,0.0,0.0,0,0,0.0,0,9.5,4.8246,45.8337,0.75
Avocado,04/29/2014,Food 4312,avo can,20.5,12.0,0.0,0,0,12.0,0,20.0,3.245,64.9,12.5
Peppers Cherry,04/29/2014,Food 4312,Gal Peppers,24.0,4.0,0.0,0,0,4.0,0,24.0,7.670000000000001,184.08,4.0
Mustard Dijon,04/29/2014,Food 4312,jar dijon,18.0,0.0,0.0,0,0,0.0,0,16.0,5.353,85.648,2.0
Soy Sauce,04/29/2014,Food 4312,gal soy,1.4,0.0,0.0,0,0,0.0,0,1.1,9.547545454545453,10.5023,0.2999999999999998
Tuna,04/29/2014,Food 4312,can tuna,18.0,6.0,0.0,0,0,6.0,0,17.0,9.7216,165.2672,7.0
Pam Spray,04/29/2014,Food 4312,ea,4.0,0.0,0.0,0,0,0.0,0,4.0,2.4967,9.9868,0.0
Oregano,04/29/2014,Food 4312,cont oregano,4.6,0.0,0.0,0,0,0.0,0,4.5,20.803,93.6135,0.09999999999999964
Basil,04/29/2014,Food 4312,cont basil,4.6,0.0,0.0,0,0,0.0,0,4.5,5.0,22.5,0.09999999999999964
Sugar,04/29/2014,Food 4312,lb,30.0,25.0,0.0,0,0,25.0,0,30.0,0.37589999999999996,11.277,25.0
Mayo Packets,04/29/2014,Food 4312,Box 204,1.8,0.0,0.0,0,0,0.0,0,0.8,20.098875,16.0791,1.0
Mustard Packets,04/29/2014,Food 4312,Box 500,1.8,0.0,0.0,0,0,0.0,0,0.5,7.59,3.795,1.3
Sweet n Low Packets,04/29/2014,Food 4312,Case  3000,0.8,0.0,0.0,0,0,0.0,0,0.8,18.49,14.792,0.0
Pickles,04/29/2014,Sides 4313,ea,146.0,72.0,0.0,0,0,72.0,0,87.0,0.353,30.711,131.0
Chip JJ Reg ,04/29/2014,Sides 4313,ea,177.0,120.0,0.0,0,0,120.0,0,119.0,0.37470000000000003,44.5893,178.0
Chip JJ BBQ ,04/29/2014,Sides 4313,ea,280.0,300.0,0.0,0,0,300.0,0,221.0,0.37460000000000004,82.7866,359.0
Chip JJ Jalapeno ,04/29/2014,Sides 4313,ea,226.0,180.0,0.0,0,0,180.0,0,150.0,0.3747,56.205,256.0
Chip JJ S&V ,04/29/2014,Sides 4313,ea,225.0,180.0,0.0,0,0,180.0,0,163.0,0.37460000000000004,61.05980000000001,242.0
Chip JJ Skinny ,04/29/2014,Sides 4313,ea,143.0,60.0,0.0,0,0,60.0,0,126.0,0.4398,55.4148,77.0
Cookie Oatmeal Raisin,04/29/2014,Sides 4313,ea,86.0,56.0,0.0,0,0,56.0,0,96.0,0.4684,44.9664,46.0
Cookie JJ Triple Choc Chip,04/29/2014,Sides 4313,ea,214.0,56.0,0.0,0,0,56.0,0,128.0,0.5536,70.8608,142.0
Cup Plas 12oz Trans Soft - Paper Cat,04/29/2014,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,04/29/2014,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Cup 22oz JJ,04/29/2014,Paper 4314,ea,776.0,1000.0,0.0,0,0,1000.0,0,1232.0,0.0347,42.7504,544.0
Lid 22oz JJ,04/29/2014,Paper 4314,ea,797.0,1000.0,0.0,0,0,1000.0,0,1325.0,0.0114,15.105,472.0
Cup 30oz JJ,04/29/2014,Paper 4314,ea,1022.0,0.0,0.0,0,0,0.0,0,694.0,0.0578,40.1132,328.0
Lid 30oz JJ,04/29/2014,Paper 4314,ea,1653.0,0.0,0.0,0,0,0.0,0,1325.0,0.0193,25.5725,328.0
Napkins,04/29/2014,Paper 4314,Pack 284,7.0,12.0,0.0,0,0,12.0,0,13.5,2.8817037037037037,38.903,5.5
Bags 8# JJ,04/29/2014,Paper 4314,Box 1000,0.9,0.0,0.0,0,0,0.0,0,0.5,42.92,21.46,0.4
Wrap Sandwich,04/29/2014,Paper 4314,Box 1000,2.5,3.0,0.0,0,0,3.0,0,3.1,21.983290322580647,68.1482,2.4
8X10 Port Pap.,04/29/2014,Paper 4314,Box 500,8.25,12.0,0.0,0,0,12.0,0,11.5,2.6342,30.2933,8.75
Straws,04/29/2014,Paper 4314,Box 300,15.0,0.0,0.0,0,0,0.0,0,12.0,3.8011166666666636,45.6134,1.8000000000000007
Pan Liners,04/29/2014,Paper 4314,Box 1000,0.8,0.0,0.0,0,0,0.0,0,0.8,30.27,24.216,0.0
Mylar,04/29/2014,Paper 4314,roll 5280,1.25,0.0,0.0,0,0,0.0,0,1.2,78.69866666666667,94.4384,0.050000000000000044
Cucumber,04/29/2014,Produce 4315,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.8297,0.0,0.0
Iceburg Head ,04/29/2014,Produce 4315,24 Count,0.0,0.0,0.0,0,0,0.0,0,0.0,22.75,0.0,0.0
Lettuce,04/29/2014,Produce 4315,12 Packs,0.0,0.0,0.0,0,0,0.0,0,0.0,2.27,0.0,0.0
Roma Tomatoes,04/29/2014,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Yellow Onions,04/29/2014,Produce 4315,lb,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Lettuce,04/29/2014,Produce 4315,Head Let,60.0,192.0,0.0,0,0,192.0,0,100.0,0.8143,81.43,152.0
Tomatoes,04/29/2014,Produce 4315,lb,90.0,200.0,0.0,0,0,200.0,0,115.0,0.6097,70.1155,175.0
Onions,04/29/2014,Produce 4315,lb,25.0,50.0,0.0,0,0,50.0,0,25.0,0.34,8.5,50.0
Sprouts,04/29/2014,Produce 4315,lb,3.75,5.0,0.0,0,0,5.0,0,5.0,1.9,9.5,3.75
Celery,04/29/2014,Produce 4315,stalk,1.5,9.0,0.0,0,0,9.0,0,5.5,1.38,7.59,5.0
Cucumbers,04/29/2014,Produce 4315,ea,24.0,34.0,0.0,0,0,34.0,0,24.0,0.5607,13.4568,34.0
Syrup Coke,04/29/2014,Beverage 4316,gal,6.5,0.0,0.0,0,0,0.0,0,4.5,13.21,59.44500000000001,2.0
Syrup Diet Coke,04/29/2014,Beverage 4316,gal,5.5,0.0,0.0,0,0,0.0,0,2.5,13.209999999999999,33.025,3.0
Syrup Sprite,04/29/2014,Beverage 4316,gal,1.0,5.0,0.0,0,0,5.0,0,4.5,13.209711111111112,59.44370000000001,1.5
Syrup Lemonade Light,04/29/2014,Beverage 4316,gal,3.0,0.0,0.0,0,0,0.0,0,2.0,14.3397,28.6794,1.0
Syrup Mello Yellow,04/29/2014,Beverage 4316,gal,1.25,2.5,0.0,0,0,2.5,0,3.5,13.779914285714286,48.2297,0.25
Syrup Dr. Pepper,04/29/2014,Beverage 4316,gal,7.0,0.0,0.0,0,0,0.0,0,2.5,12.95,32.375,4.5
Syrup Cherry Coke,04/29/2014,Beverage 4316,gal,5.0,5.0,0.0,0,0,5.0,0,7.5,13.21,99.075,2.5
Syrup Powerade,04/29/2014,Beverage 4316,gal,1.75,2.5,0.0,0,0,2.5,0,3.0,13.743699999999999,41.2311,1.25
Tea Bag Brew Lipton,04/29/2014,Beverage 4316,ea,12.0,24.0,0.0,0,0,24.0,0,25.0,0.9616,24.04,11.0
Water (bottle),04/29/2014,Beverage 4316,bottle,103.0,24.0,0.0,0,0,24.0,0,75.0,0.2825,21.187499999999996,52.0
JJ Lunch Box,04/29/2014,Catering 4320,ea,263.0,0.0,0.0,0,0,0.0,0,240.0,0.3234,77.616,23.0
"Tray Cater Cmbo 12"" w / dome lid",04/29/2014,Catering 4320,each,34.0,0.0,0.0,0,0,0.0,0,28.0,0.9623,26.9444,6.0
"Tray Cater Cmbo 16"" w / dome lid",04/29/2014,Catering 4320,each,27.0,0.0,0.0,0,0,0.0,0,19.0,1.7896,34.0024,8.0
Party Tray Bags,04/29/2014,Catering 4320,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.7942,0.0,0.0
Mini Loaf,05/06/2014,Bread 4311,ea,667.0,1092.0,0.0,0,0,1092.0,0,693.0,0.4412,305.7516,1066.0
Wheat,05/06/2014,Bread 4311,ea,42.0,64.0,0.0,0,0,64.0,0,50.0,1.4761000000000002,73.805,56.0
Avo Fresco,05/06/2014,Food 4312,Case,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0.0
Capicola,05/06/2014,Food 4312,lb,52.5,34.6,0.0,0,0,34.6,0,52.75,3.1421004739336493,165.7458,34.349999999999994
Salami,05/06/2014,Food 4312,lb,32.0,35.4,0.0,0,0,35.4,0,35.25,2.982499290780142,105.1331,32.150000000000006
Ham,05/06/2014,Food 4312,lb,105.75,82.75,0.0,0,0,82.75,0,81.0,2.2786,184.5666,107.5
Turkey,05/06/2014,Food 4312,lb,129.75,125.7,0.0,0,0,125.7,0,118.25,2.8044997885835095,331.6321,137.2
Beef,05/06/2014,Food 4312,lb,92.25,61.85,0.0,0,0,61.85,0,74.5,4.141,308.5045,79.6
Bacon,05/06/2014,Food 4312,ea,1150.0,1200.0,0.0,0,0,1200.0,0,975.0,0.19949999999999998,194.5125,1375.0
Cheese,05/06/2014,Food 4312,lb,121.0,101.69,0.0,0,0,101.69,0,102.0,2.6100000000000003,266.22,120.69
Mayonnaise,05/06/2014,Food 4312,gal mayo,49.5,12.0,0.0,0,0,12.0,0,49.75,9.112900502512563,453.3668,11.75
Oil,05/06/2014,Food 4312,gal oil,7.75,6.0,0.0,0,0,6.0,0,11.5,8.533304347826087,98.13300000000001,2.25
Vinegar,05/06/2014,Food 4312,gal vinegar,9.5,0.0,0.0,0,0,0.0,0,8.75,4.824605714285714,42.2153,0.75
Avocado,05/06/2014,Food 4312,avo can,20.0,12.0,0.0,0,0,12.0,0,17.5,3.245,56.7875,14.5
Peppers Cherry,05/06/2014,Food 4312,Gal Peppers,24.0,4.0,0.0,0,0,4.0,0,24.0,7.670000000000001,184.08,4.0
Mustard Dijon,05/06/2014,Food 4312,jar dijon,16.0,0.0,0.0,0,0,0.0,0,14.5,5.353,77.6185,1.5
Soy Sauce,05/06/2014,Food 4312,gal soy,1.1,0.0,0.0,0,0,0.0,0,0.7,9.547571428571429,6.6833,0.40000000000000013
Tuna,05/06/2014,Food 4312,can tuna,17.0,6.0,0.0,0,0,6.0,0,16.5,9.70270303030303,160.0946,6.5
Pam Spray,05/06/2014,Food 4312,ea,4.0,0.0,0.0,0,0,0.0,0,4.0,2.4967,9.9868,0.0
Oregano,05/06/2014,Food 4312,cont oregano,4.5,0.0,0.0,0,0,0.0,0,4.4,20.802999999999997,91.5332,0.09999999999999964
Basil,05/06/2014,Food 4312,cont basil,4.5,0.0,0.0,0,0,0.0,0,4.4,5.0,22.0,0.09999999999999964
Sugar,05/06/2014,Food 4312,lb,30.0,25.0,0.0,0,0,25.0,0,30.0,0.37579999999999997,11.274,25.0
Mayo Packets,05/06/2014,Food 4312,Box 204,0.8,1.0,0.0,0,0,1.0,0,1.0,20.0,20.0,0.8
Mustard Packets,05/06/2014,Food 4312,Box 500,1.5,0.0,0.0,0,0,0.0,0,1.0,7.59,7.59,0.5
Sweet n Low Packets,05/06/2014,Food 4312,Case  3000,0.8,0.0,0.0,0,0,0.0,0,0.8,18.49,14.792,0.0
Pickles,05/06/2014,Sides 4313,ea,87.0,144.0,0.0,0,0,144.0,0,117.0,0.262,30.654,114.0
Chip JJ Reg ,05/06/2014,Sides 4313,ea,119.0,240.0,0.0,0,0,240.0,0,175.0,0.36970000000000003,64.6975,184.0
Chip JJ BBQ ,05/06/2014,Sides 4313,ea,221.0,360.0,0.0,0,0,360.0,0,325.0,0.3713,120.6725,256.0
Chip JJ Jalapeno ,05/06/2014,Sides 4313,ea,150.0,240.0,0.0,0,0,240.0,0,160.0,0.3713,59.408,230.0
Chip JJ S&V ,05/06/2014,Sides 4313,ea,163.0,240.0,0.0,0,0,240.0,0,188.0,0.3713,69.8044,215.0
Chip JJ Skinny ,05/06/2014,Sides 4313,ea,126.0,60.0,0.0,0,0,60.0,0,102.0,0.43650000000000005,44.523,84.0
Cookie Oatmeal Raisin,05/06/2014,Sides 4313,ea,96.0,56.0,0.0,0,0,56.0,0,111.0,0.46840000000000004,51.9924,41.0
Cookie JJ Triple Choc Chip,05/06/2014,Sides 4313,ea,128.0,168.0,0.0,0,0,168.0,0,183.0,0.5536,101.30879999999999,113.0
Cup Plas 12oz Trans Soft - Paper Cat,05/06/2014,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
CUP PLAS TRANS 12 OZ - Paper Cat,05/06/2014,Paper 4314,ea,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
Cup 22oz JJ,05/06/2014,Paper 4314,ea,1232.0,0.0,0.0,0,0,0.0,0,644.0,0.0347,22.3468,588.0
Lid 22oz JJ,05/06/2014,Paper 4314,ea,1325.0,0.0,0.0,0,0,0.0,0,850.0,0.011399999999999999,9.69,475.0
Cup 30oz JJ,05/06/2014,Paper 4314,ea,694.0,0.0,0.0,0,0,0.0,0,366.0,0.057800000000000004,21.1548,328.0
Lid 30oz JJ,05/06/2014,Paper 4314,ea,1325.0,0.0,0.0,0,0,0.0,0,1030.0,0.0193,19.879,295.0
Napkins,05/06/2014,Paper 4314,Pack 284,13.5,0.0,0.0,0,0,0.0,0,8.0,2.8817,23.0536,5.5
Bags 8# JJ,05/06/2014,Paper 4314,Box 1000,0.5,1.0,0.0,0,0,1.0,0,0.9,42.92,38.628,0.6
Wrap Sandwich,05/06/2014,Paper 4314,Box 1000,3.1,3.0,0.0,0,0,3.0,0,3.8,22.225210526315788,84.4558,2.3
8X10 Port Pap.,05/06/2014,Paper 4314,Box 500,11.5,12.0,0.0,0,0,12.0,0,13.5,2.7113037037037038,36.6026,10.0
